Time [sec]	Flow [L/min]	Outlet fluid Temp. [°C]	Inlet fluid Temp. [°C]	Cell cathode 1 Temp. [°C]	Cell cathode 2 Temp. [°C]	Cell cathode 3 Temp. [°C]	Cell anode 1 Temp. [°C]	Cell anode 2 Temp. [°C]	I (8 cells pack) [A]	V_cell [V]
3989	0.998	46.226	45.366	45.455	45.39	45.388	45.824	45.422	39.9	3.67
3990	1.027	46.227	45.365	45.454	45.394	45.388	45.822	45.422	39.9	3.67
3991	0.994	46.222	45.366	45.456	45.393	45.384	45.817	45.423	39.9	3.67
3992	1.012	46.22	45.362	45.452	45.393	45.384	45.797	45.423	39.9	3.67
3993	1.009	46.215	45.362	45.453	45.392	45.385	45.784	45.424	39.9	3.67
3994	1.012	46.212	45.363	45.455	45.39	45.382	45.778	45.424	39.9	3.67
3995	1.005	46.208	45.359	45.454	45.392	45.381	45.768	45.422	39.9	3.67
3996	0.987	46.203	45.36	45.454	45.389	45.383	45.763	45.424	39.9	3.67
3997	0.998	46.197	45.356	45.455	45.393	45.382	45.765	45.425	39.9	3.67
3998	0.998	46.193	45.358	45.453	45.395	45.383	45.767	45.421	39.9	3.67
3999	0.994	46.189	45.353	45.453	45.392	45.383	45.767	45.422	39.9	3.67
4000	0.987	46.186	45.355	45.451	45.391	45.381	45.768	45.419	39.9	3.67
4001	1.005	46.181	45.353	45.451	45.39	45.38	45.77	45.421	39.9	3.67
4002	0.98	46.177	45.352	45.449	45.386	45.376	45.771	45.422	39.9	3.67
4003	0.994	46.17	45.349	45.451	45.387	45.382	45.774	45.421	39.9	3.67
4004	0.994	46.172	45.351	45.449	45.389	45.382	45.773	45.421	39.9	3.67
4005	0.994	46.167	45.347	45.447	45.389	45.376	45.775	45.42	39.9	3.67
4006	0.991	46.161	45.345	45.45	45.391	45.376	45.777	45.419	39.9	3.67
4007	0.998	46.158	45.346	45.449	45.387	45.379	45.779	45.423	39.9	3.67
4008	1.005	46.152	45.346	45.445	45.39	45.38	45.78	45.42	39.9	3.67
4009	1.002	46.151	45.345	45.447	45.389	45.38	45.782	45.419	39.9	3.67
4010	1.002	46.146	45.344	45.447	45.388	45.379	45.783	45.421	39.9	3.67
4011	0.994	46.142	45.342	45.447	45.387	45.377	45.78	45.419	39.9	3.67
4012	1.016	46.14	45.34	45.447	45.389	45.38	45.778	45.418	39.9	3.67
4013	1.002	46.137	45.34	45.448	45.387	45.377	45.778	45.419	39.9	3.68
4014	1.005	46.132	45.336	45.447	45.386	45.379	45.776	45.419	39.9	3.68
4015	0.994	46.129	45.336	45.449	45.382	45.377	45.781	45.417	39.9	3.68
4016	1.005	46.123	45.336	45.445	45.384	45.376	45.776	45.417	39.9	3.68
4017	1.016	46.118	45.333	45.444	45.385	45.373	45.767	45.418	39.9	3.68
4018	1.012	46.117	45.33	45.444	45.384	45.373	45.767	45.419	39.9	3.68
4019	0.987	46.113	45.329	45.443	45.383	45.372	45.759	45.418	39.9	3.68
4020	0.987	46.11	45.329	45.442	45.384	45.371	45.754	45.421	39.9	3.68
4021	0.998	46.106	45.328	45.441	45.383	45.37	45.752	45.42	39.9	3.68
4022	0.994	46.107	45.327	45.446	45.379	45.37	45.754	45.42	39.9	3.68
4023	1.009	46.101	45.328	45.443	45.381	45.37	45.757	45.421	39.9	3.68
4024	0.991	46.096	45.325	45.44	45.378	45.37	45.757	45.42	39.9	3.68
4025	1.005	46.092	45.322	45.441	45.378	45.371	45.755	45.418	39.9	3.68
4026	0.976	46.087	45.32	45.441	45.382	45.369	45.758	45.418	39.9	3.68
4027	0.994	46.087	45.319	45.441	45.383	45.371	45.757	45.419	39.9	3.68
4028	1.009	46.085	45.316	45.438	45.38	45.37	45.754	45.418	39.9	3.69
4029	1.002	46.082	45.315	45.441	45.378	45.368	45.758	45.422	39.9	3.69
4030	1.012	46.077	45.315	45.44	45.377	45.37	45.76	45.42	39.9	3.69
4031	1.002	46.074	45.313	45.437	45.377	45.365	45.761	45.421	39.9	3.69
4032	1.009	46.07	45.314	45.437	45.374	45.367	45.76	45.422	39.9	3.69
4033	1.002	46.065	45.311	45.438	45.375	45.367	45.758	45.421	39.9	3.69
4034	1.009	46.063	45.311	45.438	45.376	45.361	45.757	45.425	39.9	3.69
4035	1.005	46.061	45.309	45.436	45.374	45.364	45.755	45.421	39.9	3.69
4036	0.994	46.056	45.309	45.433	45.375	45.365	45.751	45.421	39.9	3.69
4037	0.998	46.056	45.307	45.437	45.376	45.363	45.746	45.421	39.9	3.69
4038	1.002	46.047	45.303	45.434	45.373	45.36	45.74	45.422	39.9	3.69
4039	1.012	46.046	45.302	45.434	45.373	45.362	45.735	45.42	39.9	3.69
4040	1.002	46.044	45.303	45.436	45.373	45.36	45.728	45.419	39.9	3.69
4041	1.002	46.041	45.303	45.433	45.371	45.36	45.722	45.42	39.9	3.69
4042	0.987	46.037	45.3	45.435	45.369	45.36	45.721	45.422	39.9	3.69
4043	0.994	46.033	45.3	45.43	45.369	45.359	45.716	45.42	39.9	3.69
4044	1.005	46.034	45.299	45.432	45.367	45.358	45.717	45.42	39.9	3.69
4045	1.02	46.031	45.298	45.434	45.371	45.358	45.719	45.421	39.9	3.69
4046	1.041	46.025	45.301	45.432	45.372	45.355	45.72	45.42	39.9	3.69
4047	1.009	46.022	45.299	45.43	45.369	45.354	45.718	45.419	39.9	3.7
4048	1.009	46.022	45.298	45.43	45.364	45.355	45.708	45.417	39.9	3.7
4049	0.994	46.019	45.294	45.427	45.365	45.353	45.7	45.418	39.9	3.7
4050	0.994	46.017	45.294	45.425	45.365	45.354	45.699	45.419	39.9	3.7
4051	1.012	46.012	45.293	45.428	45.367	45.354	45.698	45.417	39.9	3.7
4052	0.987	46.011	45.293	45.425	45.366	45.354	45.694	45.419	39.9	3.7
4053	0.984	46.006	45.291	45.429	45.363	45.353	45.692	45.417	39.9	3.7
4054	0.998	46.007	45.29	45.425	45.362	45.354	45.69	45.421	39.9	3.7
4055	1.002	46.003	45.29	45.426	45.366	45.354	45.692	45.42	39.9	3.7
4056	1.009	46.001	45.291	45.422	45.364	45.352	45.692	45.418	39.9	3.7
4057	1.012	45.996	45.291	45.424	45.362	45.349	45.693	45.419	39.9	3.7
4058	1.012	45.997	45.288	45.423	45.36	45.347	45.694	45.416	39.9	3.7
4059	1.002	45.988	45.288	45.421	45.356	45.346	45.692	45.417	39.9	3.7
4060	1.012	45.99	45.286	45.421	45.356	45.346	45.691	45.418	39.9	3.7
4061	1.009	45.988	45.289	45.421	45.352	45.342	45.692	45.418	39.9	3.7
4062	1.009	45.986	45.285	45.419	45.361	45.344	45.692	45.419	39.9	3.7
4063	0.998	45.981	45.286	45.421	45.354	45.344	45.691	45.415	39.9	3.7
4064	0.998	45.98	45.286	45.418	45.357	45.345	45.693	45.415	39.9	3.7
4065	0.991	45.977	45.284	45.417	45.359	45.345	45.69	45.418	39.9	3.7
4066	1.009	45.975	45.286	45.416	45.356	45.342	45.689	45.417	39.9	3.7
4067	0.998	45.972	45.283	45.419	45.355	45.34	45.688	45.415	39.9	3.7
4068	0.987	45.969	45.279	45.416	45.353	45.339	45.685	45.415	39.9	3.7
4069	1.005	45.965	45.281	45.418	45.354	45.34	45.687	45.414	39.9	3.7
4070	1.009	45.961	45.281	45.418	45.352	45.342	45.687	45.416	39.9	3.7
4071	1.012	45.963	45.281	45.417	45.351	45.339	45.687	45.414	39.9	3.7
4072	0.998	45.959	45.278	45.415	45.352	45.338	45.69	45.415	39.9	3.7
4073	0.994	45.957	45.278	45.416	45.347	45.337	45.691	45.414	39.9	3.71
4074	0.998	45.954	45.276	45.411	45.347	45.338	45.691	45.413	39.9	3.71
4075	0.994	45.952	45.277	45.41	45.351	45.336	45.693	45.415	39.9	3.71
4076	0.991	45.949	45.277	45.411	45.351	45.335	45.691	45.411	39.9	3.71
4077	1.02	45.947	45.277	45.409	45.348	45.334	45.686	45.411	39.9	3.71
4078	0.987	45.947	45.275	45.412	45.343	45.333	45.684	45.413	39.9	3.71
4079	0.991	45.942	45.278	45.407	45.339	45.332	45.68	45.413	39.9	3.71
4080	0.969	45.939	45.275	45.408	45.341	45.33	45.678	45.414	39.9	3.71
4081	0.991	45.937	45.271	45.408	45.339	45.331	45.675	45.414	39.9	3.71
4082	1.012	45.934	45.274	45.404	45.338	45.327	45.673	45.411	39.9	3.71
4083	0.984	45.932	45.27	45.406	45.34	45.325	45.669	45.415	39.9	3.71
4084	0.987	45.931	45.269	45.402	45.339	45.328	45.67	45.411	39.9	3.71
4085	1.002	45.93	45.27	45.403	45.341	45.33	45.667	45.413	39.9	3.71
4086	1.002	45.927	45.27	45.401	45.34	45.325	45.665	45.414	39.9	3.71
4087	1.005	45.925	45.267	45.402	45.333	45.324	45.661	45.413	39.9	3.71
4088	1.002	45.923	45.266	45.403	45.334	45.326	45.662	45.41	39.9	3.71
4089	1.002	45.916	45.267	45.402	45.333	45.323	45.659	45.411	39.9	3.71
4090	1.009	45.918	45.267	45.402	45.331	45.322	45.661	45.41	39.9	3.71
4091	0.994	45.913	45.265	45.401	45.334	45.326	45.66	45.417	39.9	3.71
4092	1.012	45.914	45.263	45.4	45.331	45.318	45.662	45.411	39.9	3.71
4093	0.944	45.91	45.262	45.397	45.332	45.321	45.662	45.415	39.9	3.71
4094	1.016	45.906	45.267	45.397	45.333	45.32	45.664	45.411	39.9	3.72
4095	0.998	45.904	45.263	45.395	45.33	45.32	45.663	45.411	39.9	3.72
4096	1.027	45.905	45.262	45.394	45.329	45.318	45.662	45.409	39.9	3.72
4097	1.012	45.901	45.262	45.394	45.329	45.317	45.661	45.41	39.9	3.72
4098	0.998	45.9	45.26	45.394	45.326	45.322	45.658	45.41	39.9	3.72
4099	1.005	45.899	45.261	45.393	45.327	45.318	45.651	45.411	39.9	3.72
4100	0.998	45.896	45.262	45.394	45.326	45.318	45.649	45.41	39.9	3.72
4101	1.005	45.893	45.26	45.392	45.324	45.317	45.642	45.409	39.9	3.72
4102	0.998	45.891	45.26	45.391	45.324	45.315	45.643	45.412	39.9	3.72
4103	1.009	45.891	45.258	45.391	45.324	45.316	45.643	45.407	39.9	3.72
4104	0.994	45.889	45.26	45.39	45.321	45.311	45.643	45.409	39.9	3.72
4105	1.009	45.884	45.258	45.388	45.32	45.311	45.642	45.411	39.9	3.72
4106	1.005	45.883	45.257	45.39	45.317	45.309	45.641	45.409	39.9	3.72
4107	1.005	45.88	45.257	45.387	45.32	45.308	45.641	45.408	39.9	3.72
4108	1.023	45.878	45.257	45.386	45.317	45.307	45.639	45.409	39.9	3.72
4109	0.991	45.877	45.256	45.385	45.317	45.308	45.64	45.409	39.9	3.72
4110	1.016	45.875	45.253	45.386	45.314	45.307	45.641	45.409	39.9	3.72
4111	1.005	45.873	45.254	45.386	45.32	45.307	45.643	45.41	39.9	3.72
4112	1.005	45.871	45.255	45.382	45.319	45.305	45.637	45.411	39.9	3.72
4113	1.002	45.871	45.252	45.382	45.318	45.303	45.638	45.408	39.9	3.73
4114	0.998	45.867	45.252	45.381	45.318	45.304	45.637	45.412	39.9	3.73
4115	1.005	45.87	45.25	45.38	45.315	45.302	45.638	45.413	39.9	3.73
4116	0.991	45.869	45.25	45.377	45.316	45.299	45.637	45.41	39.9	3.73
4117	1.016	45.863	45.248	45.376	45.314	45.303	45.638	45.411	39.9	3.73
4118	1.002	45.862	45.248	45.375	45.313	45.3	45.634	45.413	39.9	3.73
4119	0.998	45.859	45.247	45.378	45.314	45.297	45.631	45.412	39.9	3.73
4120	0.991	45.859	45.248	45.374	45.312	45.296	45.633	45.412	39.9	3.73
4121	0.994	45.856	45.247	45.376	45.309	45.297	45.626	45.413	39.9	3.73
4122	0.998	45.851	45.245	45.375	45.306	45.296	45.624	45.413	39.9	3.73
4123	1.005	45.848	45.242	45.372	45.304	45.295	45.619	45.411	39.9	3.73
4124	1.009	45.849	45.243	45.371	45.304	45.294	45.614	45.413	39.9	3.73
4125	0.994	45.846	45.242	45.371	45.303	45.294	45.613	45.414	39.9	3.73
4126	0.984	45.844	45.238	45.369	45.305	45.29	45.61	45.412	39.9	3.73
4127	0.991	45.842	45.24	45.371	45.302	45.293	45.608	45.413	39.9	3.73
4128	0.994	45.839	45.237	45.369	45.3	45.289	45.607	45.41	39.9	3.73
4129	1.012	45.839	45.238	45.368	45.297	45.289	45.606	45.409	39.9	3.73
4130	1.005	45.837	45.234	45.366	45.295	45.288	45.61	45.406	39.9	3.73
4131	1.002	45.833	45.235	45.364	45.296	45.291	45.609	45.407	39.9	3.73
4132	0.987	45.832	45.235	45.363	45.294	45.287	45.61	45.407	39.9	3.73
4133	0.991	45.831	45.234	45.364	45.296	45.287	45.611	45.408	39.9	3.73
4134	1.002	45.83	45.233	45.362	45.296	45.287	45.612	45.408	39.9	3.73
4135	0.998	45.829	45.233	45.361	45.293	45.284	45.608	45.408	39.9	3.73
4136	0.991	45.826	45.229	45.36	45.293	45.281	45.606	45.407	39.9	3.73
4137	1.005	45.823	45.23	45.36	45.293	45.283	45.605	45.408	39.9	3.74
4138	0.998	45.82	45.23	45.359	45.29	45.279	45.604	45.41	39.9	3.74
4139	0.987	45.82	45.225	45.359	45.29	45.279	45.596	45.407	39.9	3.74
4140	0.987	45.819	45.225	45.355	45.289	45.279	45.598	45.41	39.9	3.74
4141	1.002	45.817	45.227	45.359	45.287	45.277	45.601	45.409	39.9	3.74
4142	1.005	45.813	45.225	45.358	45.287	45.279	45.601	45.408	39.9	3.74
4143	1.016	45.814	45.222	45.355	45.285	45.275	45.599	45.408	39.9	3.74
4144	1.002	45.811	45.223	45.353	45.288	45.275	45.597	45.408	39.9	3.74
4145	1.009	45.808	45.221	45.354	45.288	45.272	45.597	45.41	39.9	3.74
4146	0.998	45.806	45.221	45.353	45.286	45.272	45.597	45.409	39.9	3.74
4147	0.998	45.807	45.22	45.35	45.285	45.274	45.597	45.412	39.9	3.74
4148	0.991	45.806	45.218	45.349	45.281	45.272	45.599	45.408	39.9	3.74
4149	0.98	45.803	45.219	45.348	45.28	45.272	45.603	45.41	39.9	3.74
4150	1.002	45.804	45.22	45.347	45.281	45.271	45.6	45.409	39.9	3.74
4151	0.991	45.803	45.218	45.349	45.28	45.271	45.601	45.409	39.9	3.74
4152	1.005	45.8	45.217	45.347	45.279	45.271	45.601	45.408	39.9	3.74
4153	1.005	45.799	45.219	45.347	45.279	45.266	45.598	45.409	39.9	3.74
4154	1.009	45.798	45.215	45.345	45.276	45.268	45.594	45.409	39.9	3.74
4155	0.994	45.797	45.212	45.347	45.277	45.269	45.594	45.41	39.9	3.74
4156	1.009	45.794	45.215	45.347	45.276	45.268	45.593	45.412	39.9	3.74
4157	0.991	45.793	45.212	45.343	45.277	45.261	45.589	45.411	39.9	3.74
4158	1.009	45.793	45.214	45.342	45.276	45.264	45.587	45.41	39.9	3.74
4159	0.994	45.791	45.214	45.343	45.276	45.263	45.583	45.408	39.9	3.74
4160	0.984	45.789	45.214	45.341	45.276	45.261	45.578	45.413	39.9	3.74
4161	0.994	45.789	45.213	45.339	45.273	45.262	45.575	45.412	39.9	3.74
4162	0.987	45.785	45.212	45.341	45.272	45.262	45.573	45.411	39.9	3.74
4163	1.009	45.785	45.211	45.341	45.269	45.26	45.573	45.413	39.9	3.74
4164	0.994	45.782	45.211	45.337	45.27	45.256	45.569	45.412	39.9	3.74
4165	0.991	45.78	45.211	45.339	45.27	45.258	45.568	45.409	39.9	3.74
4166	1.052	45.777	45.211	45.337	45.267	45.257	45.568	45.41	39.9	3.74
4167	1.016	45.775	45.209	45.336	45.266	45.257	45.568	45.411	39.9	3.74
4168	0.98	45.774	45.207	45.338	45.265	45.257	45.564	45.41	39.9	3.74
4169	0.998	45.776	45.209	45.335	45.264	45.253	45.566	45.41	39.9	3.74
4170	1.016	45.769	45.207	45.333	45.262	45.252	45.565	45.411	39.9	3.74
4171	0.987	45.77	45.206	45.332	45.263	45.254	45.566	45.41	39.9	3.75
4172	0.991	45.77	45.203	45.332	45.262	45.253	45.566	45.411	39.9	3.75
4173	1.002	45.767	45.203	45.333	45.26	45.249	45.564	45.409	39.9	3.75
4174	1.005	45.764	45.201	45.329	45.262	45.251	45.563	45.409	39.9	3.75
4175	1.009	45.765	45.202	45.329	45.257	45.249	45.563	45.407	39.9	3.75
4176	1.012	45.761	45.2	45.33	45.257	45.247	45.564	45.411	39.9	3.75
4177	1.016	45.759	45.197	45.328	45.259	45.248	45.561	45.407	39.9	3.75
4178	1.02	45.757	45.198	45.325	45.259	45.247	45.556	45.407	39.9	3.75
4179	1.005	45.759	45.198	45.323	45.26	45.25	45.552	45.409	39.9	3.75
4180	0.991	45.757	45.196	45.325	45.259	45.25	45.548	45.408	39.9	3.75
4181	1.005	45.756	45.197	45.327	45.258	45.247	45.549	45.406	39.9	3.75
4182	0.991	45.755	45.194	45.325	45.255	45.245	45.546	45.409	39.9	3.75
4183	1.002	45.756	45.196	45.324	45.252	45.245	45.545	45.411	39.9	3.75
4184	0.984	45.751	45.194	45.322	45.256	45.245	45.545	45.408	39.9	3.75
4185	0.962	45.75	45.194	45.322	45.256	45.244	45.545	45.408	39.9	3.75
4186	0.998	45.749	45.194	45.321	45.254	45.243	45.543	45.407	39.9	3.75
4187	1.012	45.751	45.192	45.323	45.254	45.242	45.547	45.408	39.9	3.75
4188	1.012	45.744	45.193	45.318	45.251	45.242	45.551	45.41	39.9	3.75
4189	1.012	45.745	45.192	45.32	45.252	45.24	45.548	45.409	39.9	3.75
4190	1.02	45.742	45.189	45.322	45.249	45.235	45.549	45.411	39.9	3.75
4191	0.994	45.744	45.192	45.318	45.249	45.238	45.548	45.409	39.9	3.75
4192	1.005	45.741	45.188	45.32	45.247	45.239	45.551	45.411	39.9	3.75
4193	0.994	45.741	45.189	45.316	45.246	45.237	45.553	45.41	39.9	3.76
4194	0.998	45.737	45.19	45.316	45.247	45.235	45.553	45.41	39.9	3.76
4195	1.002	45.735	45.191	45.315	45.246	45.237	45.55	45.41	39.9	3.76
4196	0.998	45.733	45.19	45.314	45.246	45.233	45.551	45.411	39.9	3.76
4197	1.012	45.732	45.19	45.313	45.246	45.236	45.549	45.412	39.9	3.76
4198	1.002	45.736	45.187	45.314	45.243	45.235	45.547	45.409	39.9	3.76
4199	1.009	45.733	45.189	45.315	45.243	45.231	45.545	45.412	39.9	3.76
4200	0.998	45.731	45.187	45.31	45.247	45.232	45.545	45.412	39.9	3.76
4201	0.994	45.733	45.189	45.311	45.242	45.23	45.547	45.408	39.9	3.76
4202	0.994	45.73	45.187	45.312	45.242	45.228	45.541	45.409	39.9	3.76
4203	1.009	45.728	45.186	45.31	45.239	45.23	45.539	45.407	39.9	3.76
4204	1.005	45.726	45.185	45.308	45.239	45.229	45.537	45.408	39.9	3.76
4205	1.005	45.724	45.184	45.309	45.237	45.227	45.538	45.411	39.9	3.76
4206	0.998	45.723	45.184	45.307	45.238	45.228	45.539	45.409	39.9	3.76
4207	1.02	45.721	45.183	45.305	45.237	45.224	45.54	45.406	39.9	3.76
4208	1.009	45.719	45.183	45.304	45.234	45.225	45.54	45.409	39.9	3.76
4209	0.994	45.723	45.184	45.302	45.235	45.225	45.541	45.408	39.9	3.76
4210	1.002	45.72	45.185	45.304	45.236	45.225	45.54	45.407	39.9	3.76
4211	1.005	45.718	45.184	45.304	45.235	45.224	45.54	45.409	39.9	3.76
4212	1.005	45.718	45.181	45.303	45.237	45.221	45.54	45.406	39.9	3.76
4213	1.002	45.717	45.18	45.302	45.236	45.22	45.54	45.405	39.9	3.76
4214	0.987	45.716	45.182	45.301	45.237	45.22	45.538	45.403	39.9	3.76
4215	0.987	45.714	45.178	45.298	45.234	45.22	45.539	45.406	39.9	3.76
4216	1.009	45.712	45.179	45.301	45.232	45.219	45.539	45.404	39.9	3.76
4217	0.987	45.71	45.18	45.299	45.23	45.22	45.539	45.4	39.9	3.76
4218	0.984	45.711	45.18	45.297	45.227	45.216	45.537	45.403	39.9	3.77
4219	1.005	45.708	45.179	45.295	45.227	45.218	45.536	45.4	39.9	3.77
4220	1.009	45.707	45.181	45.295	45.229	45.216	45.533	45.4	39.9	3.77
4221	1.002	45.705	45.178	45.294	45.227	45.215	45.532	45.4	39.9	3.77
4222	1.02	45.705	45.181	45.295	45.225	45.217	45.53	45.399	39.9	3.77
4223	1.002	45.703	45.179	45.293	45.225	45.213	45.531	45.398	39.9	3.77
4224	0.994	45.703	45.178	45.294	45.224	45.214	45.527	45.401	39.9	3.77
4225	1.009	45.7	45.181	45.292	45.224	45.214	45.527	45.4	39.9	3.77
4226	0.994	45.698	45.181	45.292	45.224	45.213	45.526	45.395	39.9	3.77
4227	0.991	45.699	45.178	45.294	45.222	45.212	45.524	45.397	39.9	3.77
4228	0.987	45.699	45.18	45.293	45.222	45.212	45.521	45.396	39.9	3.77
4229	0.998	45.698	45.18	45.291	45.223	45.21	45.523	45.394	39.9	3.77
4230	1.016	45.694	45.181	45.291	45.221	45.212	45.522	45.393	39.9	3.77
4231	1.009	45.695	45.18	45.288	45.218	45.209	45.518	45.395	39.9	3.77
4232	0.976	45.693	45.179	45.287	45.216	45.208	45.522	45.393	39.9	3.77
4233	1.002	45.693	45.183	45.285	45.217	45.21	45.521	45.393	39.9	3.77
4234	0.998	45.689	45.184	45.285	45.218	45.206	45.519	45.388	39.9	3.77
4235	0.991	45.69	45.181	45.285	45.216	45.207	45.521	45.391	39.9	3.77
4236	1.02	45.687	45.18	45.282	45.215	45.204	45.522	45.39	39.9	3.77
4237	1.023	45.687	45.18	45.283	45.217	45.209	45.521	45.389	39.9	3.77
4238	0.998	45.684	45.18	45.281	45.217	45.207	45.52	45.388	39.9	3.77
4239	1.002	45.685	45.181	45.282	45.216	45.208	45.52	45.39	39.9	3.77
4240	1.005	45.684	45.179	45.281	45.216	45.206	45.52	45.387	39.9	3.77
4241	0.994	45.682	45.178	45.28	45.211	45.204	45.52	45.388	39.9	3.77
4242	1.002	45.684	45.179	45.28	45.214	45.201	45.52	45.387	39.9	3.78
4243	1.005	45.683	45.18	45.277	45.211	45.201	45.517	45.387	39.9	3.78
4244	0.994	45.678	45.18	45.278	45.21	45.196	45.517	45.386	39.9	3.78
4245	1.002	45.677	45.177	45.277	45.208	45.194	45.515	45.384	39.9	3.78
4246	1.009	45.679	45.176	45.278	45.207	45.198	45.514	45.387	39.9	3.78
4247	1.02	45.677	45.176	45.274	45.207	45.196	45.517	45.383	39.9	3.78
4248	1.009	45.674	45.172	45.278	45.205	45.194	45.514	45.384	39.9	3.78
4249	0.994	45.675	45.174	45.275	45.203	45.195	45.511	45.384	39.9	3.78
4250	0.962	45.673	45.173	45.274	45.202	45.194	45.511	45.383	39.9	3.78
4251	0.984	45.673	45.172	45.274	45.201	45.193	45.509	45.384	39.9	3.78
4252	1.009	45.674	45.174	45.272	45.2	45.194	45.507	45.382	39.9	3.78
4253	1.005	45.67	45.175	45.268	45.2	45.192	45.505	45.382	39.9	3.78
4254	0.994	45.668	45.175	45.272	45.197	45.192	45.51	45.381	39.9	3.78
4255	1.002	45.67	45.171	45.269	45.197	45.189	45.508	45.381	39.9	3.78
4256	0.998	45.667	45.17	45.269	45.198	45.191	45.51	45.382	39.9	3.78
4257	1.002	45.664	45.171	45.268	45.195	45.191	45.505	45.381	39.9	3.78
4258	0.98	45.665	45.174	45.272	45.194	45.186	45.508	45.379	39.9	3.78
4259	0.994	45.663	45.173	45.269	45.199	45.188	45.508	45.378	39.9	3.78
4260	0.994	45.661	45.175	45.267	45.196	45.184	45.506	45.378	39.9	3.78
4261	0.998	45.661	45.174	45.265	45.193	45.187	45.506	45.376	39.9	3.78
4262	0.994	45.66	45.173	45.267	45.193	45.186	45.504	45.379	39.9	3.78
4263	0.987	45.658	45.172	45.265	45.194	45.186	45.503	45.378	39.9	3.78
4264	0.994	45.659	45.169	45.264	45.197	45.184	45.504	45.376	39.9	3.78
4265	1.009	45.656	45.173	45.265	45.193	45.182	45.5	45.373	39.9	3.78
4266	0.994	45.655	45.173	45.262	45.195	45.18	45.501	45.375	39.9	3.78
4267	1.012	45.656	45.172	45.26	45.194	45.181	45.501	45.378	39.9	3.78
4268	1.005	45.656	45.174	45.259	45.193	45.181	45.499	45.374	39.9	3.78
4269	0.998	45.651	45.172	45.258	45.191	45.183	45.493	45.372	39.9	3.78
4270	1.002	45.652	45.171	45.258	45.191	45.182	45.494	45.372	39.9	3.78
4271	1.005	45.652	45.172	45.259	45.192	45.178	45.492	45.373	39.9	3.78
4272	1.009	45.653	45.173	45.261	45.189	45.178	45.495	45.371	39.9	3.78
4273	1.005	45.653	45.171	45.259	45.189	45.177	45.497	45.373	39.9	3.78
4274	0.991	45.65	45.171	45.257	45.189	45.178	45.497	45.371	39.9	3.79
4275	1.005	45.65	45.17	45.255	45.186	45.176	45.494	45.369	39.9	3.79
4276	1.002	45.649	45.169	45.259	45.187	45.178	45.489	45.369	39.9	3.79
4277	0.991	45.648	45.172	45.255	45.187	45.175	45.489	45.369	39.9	3.79
4278	0.994	45.646	45.17	45.256	45.187	45.174	45.485	45.367	39.9	3.79
4279	0.991	45.648	45.169	45.253	45.186	45.172	45.487	45.367	39.9	3.79
4280	1.002	45.645	45.171	45.256	45.185	45.176	45.481	45.364	39.9	3.79
4281	0.991	45.646	45.169	45.254	45.183	45.174	45.483	45.366	39.9	3.79
4282	0.991	45.646	45.171	45.253	45.183	45.173	45.478	45.364	39.9	3.79
4283	1.009	45.643	45.171	45.253	45.182	45.171	45.478	45.364	39.9	3.79
4284	1.005	45.642	45.173	45.252	45.182	45.169	45.477	45.364	39.9	3.79
4285	1.016	45.642	45.168	45.252	45.183	45.172	45.475	45.362	39.9	3.79
4286	1.012	45.637	45.169	45.253	45.183	45.173	45.473	45.361	39.9	3.79
4287	1.023	45.635	45.168	45.251	45.18	45.17	45.475	45.363	39.9	3.79
4288	1.009	45.635	45.168	45.25	45.181	45.169	45.478	45.359	39.9	3.79
4289	0.998	45.635	45.167	45.248	45.18	45.168	45.477	45.36	39.9	3.79
4290	1.012	45.632	45.166	45.25	45.179	45.169	45.475	45.36	39.9	3.79
4291	1.002	45.632	45.164	45.25	45.18	45.167	45.475	45.361	39.9	3.79
4292	0.991	45.631	45.167	45.248	45.179	45.166	45.471	45.359	39.9	3.79
4293	1.005	45.628	45.165	45.248	45.178	45.164	45.472	45.356	39.9	3.79
4294	0.998	45.632	45.165	45.246	45.173	45.165	45.471	45.355	39.9	3.8
4295	1.005	45.63	45.165	45.247	45.173	45.164	45.472	45.357	39.9	3.8
4296	0.994	45.628	45.165	45.244	45.174	45.164	45.471	45.353	39.9	3.8
4297	1.016	45.628	45.164	45.246	45.176	45.164	45.47	45.354	39.9	3.8
4298	0.998	45.627	45.166	45.243	45.174	45.16	45.472	45.351	39.9	3.8
4299	1.002	45.627	45.164	45.242	45.171	45.164	45.47	45.35	39.9	3.8
4300	1.002	45.625	45.163	45.242	45.173	45.16	45.475	45.351	39.9	3.8
4301	1.005	45.625	45.163	45.242	45.169	45.162	45.473	45.351	39.9	3.8
4302	0.987	45.623	45.164	45.239	45.17	45.159	45.472	45.348	39.9	3.8
4303	1.009	45.622	45.162	45.239	45.169	45.16	45.47	45.35	39.9	3.8
4304	1.016	45.618	45.164	45.239	45.168	45.158	45.468	45.35	39.9	3.8
4305	1.002	45.618	45.163	45.24	45.167	45.156	45.466	45.348	39.9	3.8
4306	0.984	45.619	45.162	45.238	45.168	45.159	45.467	45.347	39.9	3.8
4307	1.002	45.617	45.16	45.24	45.166	45.158	45.468	45.351	39.9	3.8
